Title,clean_synopsis
Shortbus,post new york city eclectic group citizen find life entangled personally romantically sexually shortbus underground brooklyn salon infamous blend art music politics carnality
School of Rock,fired band hard cash guitarist vocalist dewey finn finagles way job fifth grade substitute teacher private school secretly begin teaching student finer point rock n roll school hard nosed principal rightly suspicious finn activity finn roommate remains dark
Novocaine,girl dream kidnapped everyman nate turn inability feel pain unexpected strength fight get back
Red Notice,interpol issued red notice global alert hunt capture world wanted daring heist brings together fbi top profiler two rival criminal telling happen
Sirius,dr steven greer emergency room doctor turned ufo researcher discloses top secret information classified energy propulsion technique investigates new technology shed light criminal murderous suppression accumulating government military intelligence community witness testify record cover
A Bipolar Expedition,midland businessman paul downes hire castle jamaica invite young ukrainian woman join hope one marry paul suffers bi polar disorder manic episode plan turn bizarre troubling
I Am: Celine Dion,raw honest behind scene look iconic superstar struggle life altering illness serving love letter fan inspirational documentary highlight music guided life also showcasing resilience human spirit
My Octopus Teacher,year swimming every day freezing ocean tip africa craig foster meet unlikely teacher young octopus display remarkable curiosity visiting den tracking movement month end eventually win animal trust develop never seen bond human wild animal
American Animals,lexington kentucky four young men attempt execute one audacious art heist history united state
The Secret,interview leading author philosopher scientist depth discussion law attraction audience shown learn use secret everyday life
Hype!,documentary examines seattle scene became focus merging punk rock heavy metal innovation building grass root self promoted self recorded break success band like nirvana brought record industry pacific northwest phenomenon born
50 Greatest Harry Potter Moments,mark release two week ago eighth final movie series robbie coltrane narrates countdown movie franchise best moment harry first meeting ron hermione aboard hogwarts express magical mystery
Man with a Movie Camera,cameraman wanders around camera slung shoulder documenting urban life dazzling inventiveness
Never Sleep Again: The Elm Street Legacy,decade freddy krueger slashed way dream countless youngster scaring half billion dollar box office across eight terrifying spectacular film
The Trapped 13: How We Survived The Thai Cave,compelling documentary member thai youth soccer team tell story getting trapped tham luang cave surviving
Unprescribed,amid opioid suicide epidemic military veteran across nation ditching prescription medication favor cannabis
I Know That Voice,filmmaker lawrence shapiro discusses voice acting talented people behind character
Return of the King: The Fall and Rise of Elvis Presley,one chance show world still king rock n roll discover story behind elvis presley triumphant comeback special
Untold: The Liver King,built supplement empire devouring raw meat social medium muscle prove really liver king get huge
Blink of an Eye,based book michael waltrip recount daytona lighting fast transition elation mourning took checkered flag win dale earnhardt friend team owner crashed turn behind earnhardt death event race profound effect waltrip shown documentary
What We Left Behind: Looking Back at Star Trek: Deep Space Nine,documentary exploring legacy star trek deep space nine reason went black sheep star trek beloved mainstay franchise brainstorm original writer theoretical eighth season show could look like
